datetime_utc,Demanda real
2016-08-31 22:00:00+00:00,29116.0
2016-08-31 22:10:00+00:00,28836.0
2016-08-31 22:20:00+00:00,28527.0
2016-08-31 22:30:00+00:00,28429.0
2016-08-31 22:40:00+00:00,27978.0
2016-08-31 22:50:00+00:00,27584.0
2016-08-31 23:00:00+00:00,27387.0
2016-08-31 23:10:00+00:00,26835.0
2016-08-31 23:20:00+00:00,26696.0
2016-08-31 23:30:00+00:00,26396.0
2016-08-31 23:40:00+00:00,26138.0
2016-08-31 23:50:00+00:00,26042.0
2016-09-01 00:00:00+00:00,25973.0
2016-09-01 00:10:00+00:00,25416.0
2016-09-01 00:20:00+00:00,25542.0
2016-09-01 00:30:00+00:00,25185.0
2016-09-01 00:40:00+00:00,25110.0
2016-09-01 00:50:00+00:00,25023.0
2016-09-01 01:00:00+00:00,24976.0
2016-09-01 01:10:00+00:00,24822.0
2016-09-01 01:20:00+00:00,24896.0
2016-09-01 01:30:00+00:00,24869.0
2016-09-01 01:40:00+00:00,24581.0
2016-09-01 01:50:00+00:00,24610.0
2016-09-01 02:00:00+00:00,24495.0
2016-09-01 02:10:00+00:00,24626.0
2016-09-01 02:20:00+00:00,24603.0
2016-09-01 02:30:00+00:00,24424.0
2016-09-01 02:40:00+00:00,24413.0
2016-09-01 02:50:00+00:00,24397.0
2016-09-01 03:00:00+00:00,24401.0
2016-09-01 03:10:00+00:00,24675.0
2016-09-01 03:20:00+00:00,24659.0
2016-09-01 03:30:00+00:00,24707.0
2016-09-01 03:40:00+00:00,24806.0
2016-09-01 03:50:00+00:00,24863.0
2016-09-01 04:00:00+00:00,25089.0
2016-09-01 04:10:00+00:00,25973.0
2016-09-01 04:20:00+00:00,26256.0
2016-09-01 04:30:00+00:00,26292.0
2016-09-01 04:40:00+00:00,26832.0
2016-09-01 04:50:00+00:00,27165.0
2016-09-01 05:00:00+00:00,27606.0
2016-09-01 05:10:00+00:00,28576.0
2016-09-01 05:20:00+00:00,28794.0
2016-09-01 05:30:00+00:00,28691.0
2016-09-01 05:40:00+00:00,28675.0
2016-09-01 05:50:00+00:00,28981.0
2016-09-01 06:00:00+00:00,28978.0
2016-09-01 06:10:00+00:00,29887.0
2016-09-01 06:20:00+00:00,30127.0
2016-09-01 06:30:00+00:00,30529.0
2016-09-01 06:40:00+00:00,30924.0
2016-09-01 06:50:00+00:00,31130.0
2016-09-01 07:00:00+00:00,31464.0
2016-09-01 07:10:00+00:00,32082.0
2016-09-01 07:20:00+00:00,32343.0
2016-09-01 07:30:00+00:00,32685.0
2016-09-01 07:40:00+00:00,32803.0
2016-09-01 07:50:00+00:00,33100.0
2016-09-01 08:00:00+00:00,33332.0
2016-09-01 08:10:00+00:00,33657.0
2016-09-01 08:20:00+00:00,34041.0
2016-09-01 08:30:00+00:00,34219.0
2016-09-01 08:40:00+00:00,34436.0
2016-09-01 08:50:00+00:00,34465.0
2016-09-01 09:00:00+00:00,34544.0
2016-09-01 09:10:00+00:00,34823.0
2016-09-01 09:20:00+00:00,34780.0
2016-09-01 09:30:00+00:00,34988.0
2016-09-01 09:40:00+00:00,35305.0
2016-09-01 09:50:00+00:00,35437.0
2016-09-01 10:00:00+00:00,35540.0
2016-09-01 10:10:00+00:00,35927.0
2016-09-01 10:20:00+00:00,35964.0
2016-09-01 10:30:00+00:00,36159.0
2016-09-01 10:40:00+00:00,36410.0
2016-09-01 10:50:00+00:00,36546.0
2016-09-01 11:00:00+00:00,36647.0
2016-09-01 11:10:00+00:00,36625.0
2016-09-01 11:20:00+00:00,36851.0
2016-09-01 11:30:00+00:00,36917.0
2016-09-01 11:40:00+00:00,36893.0
2016-09-01 11:50:00+00:00,36793.0
2016-09-01 12:00:00+00:00,36310.0
2016-09-01 12:10:00+00:00,36362.0
2016-09-01 12:20:00+00:00,36324.0
2016-09-01 12:30:00+00:00,35988.0
2016-09-01 12:40:00+00:00,35869.0
2016-09-01 12:50:00+00:00,35651.0
2016-09-01 13:00:00+00:00,35529.0
2016-09-01 13:10:00+00:00,35499.0
2016-09-01 13:20:00+00:00,35498.0
2016-09-01 13:30:00+00:00,35564.0
2016-09-01 13:40:00+00:00,35389.0
2016-09-01 13:50:00+00:00,35419.0
2016-09-01 14:00:00+00:00,35226.0
2016-09-01 14:10:00+00:00,35480.0
2016-09-01 14:20:00+00:00,35525.0
2016-09-01 14:30:00+00:00,35561.0
2016-09-01 14:40:00+00:00,35494.0
2016-09-01 14:50:00+00:00,35390.0
2016-09-01 15:00:00+00:00,35267.0
2016-09-01 15:10:00+00:00,35711.0
2016-09-01 15:20:00+00:00,35458.0
2016-09-01 15:30:00+00:00,35667.0
2016-09-01 15:40:00+00:00,35491.0
2016-09-01 15:50:00+00:00,35430.0
2016-09-01 16:00:00+00:00,35208.0
2016-09-01 16:10:00+00:00,35123.0
2016-09-01 16:20:00+00:00,35247.0
2016-09-01 16:30:00+00:00,35081.0
2016-09-01 16:40:00+00:00,35093.0
2016-09-01 16:50:00+00:00,34812.0
2016-09-01 17:00:00+00:00,34480.0
2016-09-01 17:10:00+00:00,34320.0
2016-09-01 17:20:00+00:00,34255.0
2016-09-01 17:30:00+00:00,34109.0
2016-09-01 17:40:00+00:00,33842.0
2016-09-01 17:50:00+00:00,33766.0
2016-09-01 18:00:00+00:00,33544.0
2016-09-01 18:10:00+00:00,33591.0
2016-09-01 18:20:00+00:00,33676.0
2016-09-01 18:30:00+00:00,33738.0
2016-09-01 18:40:00+00:00,33979.0
2016-09-01 18:50:00+00:00,34380.0
2016-09-01 19:00:00+00:00,34957.0
2016-09-01 19:10:00+00:00,35261.0
2016-09-01 19:20:00+00:00,35363.0
2016-09-01 19:30:00+00:00,35295.0
2016-09-01 19:40:00+00:00,35068.0
2016-09-01 19:50:00+00:00,34384.0
2016-09-01 20:00:00+00:00,33901.0
2016-09-01 20:10:00+00:00,33295.0
2016-09-01 20:20:00+00:00,32881.0
2016-09-01 20:30:00+00:00,32516.0
2016-09-01 20:40:00+00:00,32304.0
2016-09-01 20:50:00+00:00,31784.0
2016-09-01 21:00:00+00:00,31282.0
2016-09-01 21:10:00+00:00,30825.0
2016-09-01 21:20:00+00:00,30593.0
2016-09-01 21:30:00+00:00,30162.0
2016-09-01 21:40:00+00:00,29633.0
2016-09-01 21:50:00+00:00,29407.0
2016-09-01 22:00:00+00:00,28818.0
2016-09-01 22:10:00+00:00,29079.0
2016-09-01 22:20:00+00:00,28792.0
2016-09-01 22:30:00+00:00,28691.0
2016-09-01 22:40:00+00:00,28500.0
2016-09-01 22:50:00+00:00,27901.0
2016-09-01 23:00:00+00:00,27783.0
2016-09-01 23:10:00+00:00,27444.0
2016-09-01 23:20:00+00:00,27111.0
2016-09-01 23:30:00+00:00,26690.0
2016-09-01 23:40:00+00:00,26566.0
2016-09-01 23:50:00+00:00,26487.0
2016-09-02 00:00:00+00:00,26341.0
2016-09-02 00:10:00+00:00,26173.0
2016-09-02 00:20:00+00:00,25771.0
2016-09-02 00:30:00+00:00,25922.0
2016-09-02 00:40:00+00:00,25542.0
2016-09-02 00:50:00+00:00,25610.0
2016-09-02 01:00:00+00:00,25581.0
2016-09-02 01:10:00+00:00,25231.0
2016-09-02 01:20:00+00:00,25388.0
2016-09-02 01:30:00+00:00,25400.0
2016-09-02 01:40:00+00:00,25132.0
2016-09-02 01:50:00+00:00,25313.0
2016-09-02 02:00:00+00:00,24953.0
2016-09-02 02:10:00+00:00,25066.0
2016-09-02 02:20:00+00:00,25126.0
2016-09-02 02:30:00+00:00,24743.0
2016-09-02 02:40:00+00:00,24891.0
2016-09-02 02:50:00+00:00,24945.0
2016-09-02 03:00:00+00:00,25060.0
2016-09-02 03:10:00+00:00,25193.0
2016-09-02 03:20:00+00:00,25143.0
2016-09-02 03:30:00+00:00,25110.0
2016-09-02 03:40:00+00:00,25233.0
2016-09-02 03:50:00+00:00,25268.0
2016-09-02 04:00:00+00:00,25622.0
2016-09-02 04:10:00+00:00,26102.0
2016-09-02 04:20:00+00:00,26782.0
2016-09-02 04:30:00+00:00,26911.0
2016-09-02 04:40:00+00:00,27286.0
2016-09-02 04:50:00+00:00,27683.0
2016-09-02 05:00:00+00:00,28175.0
2016-09-02 05:10:00+00:00,29065.0
2016-09-02 05:20:00+00:00,29252.0
2016-09-02 05:30:00+00:00,29282.0
2016-09-02 05:40:00+00:00,29694.0
2016-09-02 05:50:00+00:00,29535.0
2016-09-02 06:00:00+00:00,29565.0
2016-09-02 06:10:00+00:00,30388.0
2016-09-02 06:20:00+00:00,30618.0
2016-09-02 06:30:00+00:00,30742.0
2016-09-02 06:40:00+00:00,31457.0
2016-09-02 06:50:00+00:00,31572.0
2016-09-02 07:00:00+00:00,31788.0
2016-09-02 07:10:00+00:00,32480.0
2016-09-02 07:20:00+00:00,32438.0
2016-09-02 07:30:00+00:00,32971.0
2016-09-02 07:40:00+00:00,33193.0
2016-09-02 07:50:00+00:00,33530.0
2016-09-02 08:00:00+00:00,33857.0
2016-09-02 08:10:00+00:00,33951.0
2016-09-02 08:20:00+00:00,34281.0
2016-09-02 08:30:00+00:00,34613.0
2016-09-02 08:40:00+00:00,34690.0
2016-09-02 08:50:00+00:00,34857.0
2016-09-02 09:00:00+00:00,35069.0
2016-09-02 09:10:00+00:00,35254.0
2016-09-02 09:20:00+00:00,35277.0
2016-09-02 09:30:00+00:00,35740.0
2016-09-02 09:40:00+00:00,35911.0
2016-09-02 09:50:00+00:00,35997.0
2016-09-02 10:00:00+00:00,36006.0
2016-09-02 10:10:00+00:00,36242.0
2016-09-02 10:20:00+00:00,36386.0
2016-09-02 10:30:00+00:00,36711.0
2016-09-02 10:40:00+00:00,36941.0
2016-09-02 10:50:00+00:00,36924.0
2016-09-02 11:00:00+00:00,37232.0
2016-09-02 11:10:00+00:00,37339.0
2016-09-02 11:20:00+00:00,37176.0
2016-09-02 11:30:00+00:00,37283.0
2016-09-02 11:40:00+00:00,37319.0
2016-09-02 11:50:00+00:00,37281.0
2016-09-02 12:00:00+00:00,37018.0
2016-09-02 12:10:00+00:00,36710.0
2016-09-02 12:20:00+00:00,36558.0
