id;name;geoid;geoname;value;datetime
1293;Demanda real;;;23985.66666666667;2017-01-02T00:00:00+01:00
1293;Demanda real;;;21763;2017-01-02T01:00:00+01:00
1293;Demanda real;;;20499;2017-01-02T02:00:00+01:00
1293;Demanda real;;;19888.16666666667;2017-01-02T03:00:00+01:00
1293;Demanda real;;;19728.83333333333;2017-01-02T04:00:00+01:00
1293;Demanda real;;;20348.5;2017-01-02T05:00:00+01:00
1293;Demanda real;;;22497.5;2017-01-02T06:00:00+01:00
1293;Demanda real;;;25619.33333333333;2017-01-02T07:00:00+01:00
1293;Demanda real;;;28325.33333333333;2017-01-02T08:00:00+01:00
1293;Demanda real;;;30537.5;2017-01-02T09:00:00+01:00
1293;Demanda real;;;32682.5;2017-01-02T10:00:00+01:00
1293;Demanda real;;;33485.16666666667;2017-01-02T11:00:00+01:00
1293;Demanda real;;;33379.33333333334;2017-01-02T12:00:00+01:00
1293;Demanda real;;;33489.5;2017-01-02T13:00:00+01:00
1293;Demanda real;;;32752.33333333333;2017-01-02T14:00:00+01:00
1293;Demanda real;;;31892.16666666667;2017-01-02T15:00:00+01:00
1293;Demanda real;;;31505.33333333333;2017-01-02T16:00:00+01:00
1293;Demanda real;;;32065.33333333333;2017-01-02T17:00:00+01:00
1293;Demanda real;;;33919.5;2017-01-02T18:00:00+01:00
1293;Demanda real;;;34666;2017-01-02T19:00:00+01:00
1293;Demanda real;;;34945.83333333334;2017-01-02T20:00:00+01:00
1293;Demanda real;;;34702;2017-01-02T21:00:00+01:00
1293;Demanda real;;;32893.5;2017-01-02T22:00:00+01:00
1293;Demanda real;;;30007;2017-01-02T23:00:00+01:00
1293;Demanda real;;;27282.16666666667;2017-01-03T00:00:00+01:00
1293;Demanda real;;;24921.83333333333;2017-01-03T01:00:00+01:00
1293;Demanda real;;;23312.33333333333;2017-01-03T02:00:00+01:00
1293;Demanda real;;;22796.16666666667;2017-01-03T03:00:00+01:00
1293;Demanda real;;;22501;2017-01-03T04:00:00+01:00
1293;Demanda real;;;23124.66666666667;2017-01-03T05:00:00+01:00
1293;Demanda real;;;25237.66666666667;2017-01-03T06:00:00+01:00
1293;Demanda real;;;28837.5;2017-01-03T07:00:00+01:00
1293;Demanda real;;;32060.16666666667;2017-01-03T08:00:00+01:00
1293;Demanda real;;;34599.16666666667;2017-01-03T09:00:00+01:00
1293;Demanda real;;;36049.33333333334;2017-01-03T10:00:00+01:00
1293;Demanda real;;;36251.33333333334;2017-01-03T11:00:00+01:00
1293;Demanda real;;;35633;2017-01-03T12:00:00+01:00
1293;Demanda real;;;35530.66666666667;2017-01-03T13:00:00+01:00
1293;Demanda real;;;34437.83333333334;2017-01-03T14:00:00+01:00
1293;Demanda real;;;33469.83333333334;2017-01-03T15:00:00+01:00
1293;Demanda real;;;33112;2017-01-03T16:00:00+01:00
1293;Demanda real;;;33559.66666666667;2017-01-03T17:00:00+01:00
1293;Demanda real;;;35395.16666666667;2017-01-03T18:00:00+01:00
1293;Demanda real;;;35992.16666666667;2017-01-03T19:00:00+01:00
1293;Demanda real;;;36210.33333333334;2017-01-03T20:00:00+01:00
1293;Demanda real;;;35736.5;2017-01-03T21:00:00+01:00
1293;Demanda real;;;33674.33333333334;2017-01-03T22:00:00+01:00
1293;Demanda real;;;30682.83333333333;2017-01-03T23:00:00+01:00
1293;Demanda real;;;27880.16666666667;2017-01-04T00:00:00+01:00
1293;Demanda real;;;25494;2017-01-04T01:00:00+01:00
1293;Demanda real;;;24052.66666666667;2017-01-04T02:00:00+01:00
1293;Demanda real;;;23395.66666666667;2017-01-04T03:00:00+01:00
1293;Demanda real;;;23198.16666666667;2017-01-04T04:00:00+01:00
1293;Demanda real;;;23590;2017-01-04T05:00:00+01:00
1293;Demanda real;;;25619.16666666667;2017-01-04T06:00:00+01:00
